main_speaker,views,title,url,Funny,Beautiful,Ingenious,Courageous,Longwinded,Confusing,Informative,Fascinating,Unconvincing,Persuasive,Jaw-dropping,OK,Obnoxious,Inspiring
Aimee Mullins,2054164,The opportunity of adversity,"https://www.ted.com/talks/aimee_mullins_the_opportunity_of_adversity
",15,513,47,562,85,10,158,165,56,249,145,94,29,1125
Bill Gates,4329332,Innovating to zero!,"https://www.ted.com/talks/bill_gates
",38,39,263,224,80,61,962,367,181,728,141,221,78,795
Kevin Kelly,540897,Technology's epic story,"https://www.ted.com/talks/kevin_kelly_tells_technology_s_epic_story
",6,30,55,15,65,46,175,189,141,78,27,101,33,129
Philip K. Howard,610454,Four ways to fix a broken legal system,"https://www.ted.com/talks/philip_howard
",17,17,101,269,17,14,263,107,54,758,120,37,19,443
Eric Topol,710710,The wireless future of medicine,"https://www.ted.com/talks/eric_topol_the_wireless_future_of_medicine
",2,14,113,12,12,5,250,228,16,80,87,33,7,139
Temple Grandin,4375111,The world needs all kinds of minds,"https://www.ted.com/talks/temple_grandin_the_world_needs_all_kinds_of_minds
",141,312,302,843,45,39,1432,1357,31,542,341,99,27,2290
Pawan Sinha,840223,How brains learn to see,"https://www.ted.com/talks/pawan_sinha_on_how_brains_learn_to_see
",7,75,111,75,19,2,216,217,7,63,48,24,2,332
Raghava KK,674090,My 5 lives as an artist,"https://www.ted.com/talks/raghava_kk_five_lives_of_an_artist
",282,402,53,229,15,13,24,210,13,43,86,39,9,612
Bobby McFerrin,3302312,Watch me play ... the audience!,"https://www.ted.com/talks/bobby_mcferrin_hacks_your_brain_with_music
",1342,1194,911,35,12,8,299,1573,14,163,796,73,14,777
Daniel Kahneman,3841631,The riddle of experience vs. memory,"https://www.ted.com/talks/daniel_kahneman_the_riddle_of_experience_vs_memory
",62,64,360,29,85,85,1169,1417,42,543,234,161,7,615
Harsha Bhogle,567000,"The rise of cricket, the rise of India","https://www.ted.com/talks/harsha_bhogle_the_rise_of_cricket_the_rise_of_india
",149,44,28,15,14,9,173,178,24,21,30,46,12,87
Gary Flake,654080,Is Pivot a turning point for web exploration?,"https://www.ted.com/talks/gary_flake_is_pivot_a_turning_point_for_web_exploration
",0,37,271,9,2,11,229,232,67,69,141,50,4,120
Richard Feynman,521974,Physics is fun to imagine,"https://www.ted.com/talks/richard_feynman
",130,163,134,12,14,5,324,362,6,46,50,42,6,306
James Cameron,1890066,Before Avatar ... a curious boy,"https://www.ted.com/talks/james_cameron_before_avatar_a_curious_boy
",24,89,86,164,70,8,228,456,32,158,56,138,48,1033
The LXD,2797058,"In the Internet age, dance evolves ...","https://www.ted.com/talks/the_lxd_in_the_internet_age_dance_evolves
",26,805,162,78,32,13,27,454,36,27,1093,103,27,543
Srikumar Rao,971594,Plug into your hard-wired happiness,"https://www.ted.com/talks/srikumar_rao_plug_into_your_hard_wired_happiness
",132,262,116,92,70,14,402,237,72,481,120,102,11,1374
Tim Berners-Lee,680486,The year open data went worldwide,"https://www.ted.com/talks/tim_berners_lee_the_year_open_data_went_worldwide
",4,31,87,19,7,14,219,171,9,144,89,29,11,278
Gary Lauder's new traffic sign,575346,Take Turns,"https://www.ted.com/talks/gary_lauder_s_new_traffic_sign_take_turns
",165,5,216,8,4,16,205,52,63,215,19,59,8,71
Dan Barber,1974007,How I fell in love with a fish,"https://www.ted.com/talks/dan_barber_how_i_fell_in_love_with_a_fish
",562,191,275,118,34,7,746,681,52,694,324,47,16,1227
Eric Mead,1022426,The magic of the placebo,"https://www.ted.com/talks/eric_mead_the_magic_of_the_placebo
",208,6,70,35,18,141,74,125,102,49,97,123,60,26
Gary Vaynerchuk,757791,Do what you love (no excuses!),"https://www.ted.com/talks/gary_vaynerchuk_do_what_you_love_no_excuses
",464,35,44,155,91,55,172,88,152,316,85,114,430,758
Mark Roth,708408,Suspended animation is within our grasp,"https://www.ted.com/talks/mark_roth_suspended_animation
",18,9,300,52,27,6,165,399,16,69,517,17,10,126
Eric Dishman,384626,Take health care off the mainframe,"https://www.ted.com/talks/eric_dishman_take_health_care_off_the_mainframe
",3,0,68,28,16,4,145,62,19,202,28,24,14,116
Douglas Adams,473220,"Parrots, the universe and everything","https://www.ted.com/talks/douglas_adams_parrots_the_universe_and_everything
",663,77,98,16,20,0,290,293,0,96,62,11,4,262
Jane McGonigal,4573252,Gaming can make a better world,"https://www.ted.com/talks/jane_mcgonigal_gaming_can_make_a_better_world
",481,185,1137,547,112,93,774,1541,453,1139,511,221,118,2421
Ken Kamler,719238,Medical miracle on Everest,"https://www.ted.com/talks/ken_kamler_medical_miracle_on_everest
",6,32,0,139,35,5,57,136,29,9,137,45,8,180
Shekhar Kapur,733293,We are the stories we tell ourselves,"https://www.ted.com/talks/shekhar_kapur_we_are_the_stories_we_tell_ourselves
",5,92,32,22,117,55,65,139,66,42,12,70,20,197
Sam Harris,3433437,Science can answer moral questions,"https://www.ted.com/talks/sam_harris_science_can_show_what_s_right
",100,157,557,1246,149,128,923,1029,612,2090,348,215,259,1316
Juliana Machado Ferreira,320717,The fight to end rare-animal trafficking in Brazil,"https://www.ted.com/talks/juliana_machado_ferreira
",2,31,3,53,6,0,132,12,14,66,6,40,4,102
Alan Siegel,876649,Let's simplify legal jargon!,"https://www.ted.com/talks/alan_siegel_let_s_simplify_legal_jargon
",9,15,227,104,5,2,312,79,10,476,19,84,3,224
Joel Levine,622046,Why we need to go back to Mars,"https://www.ted.com/talks/joel_levine
",17,21,133,44,14,3,265,318,23,145,107,27,14,222
Robert Gupta,1163387,"Music is medicine, music is sanity","https://www.ted.com/talks/robert_gupta
",11,507,36,55,8,6,74,235,30,85,69,80,32,610
Patsy Rodenburg,176995,Why I do theater,"https://www.ted.com/talks/patsy_rodenburg_why_i_do_theater
",35,87,16,54,11,6,47,71,32,70,72,31,12,264
Kevin Bales,857400,How to combat modern slavery,"https://www.ted.com/talks/kevin_bales_how_to_combat_modern_slavery
",24,26,14,323,5,3,369,89,15,368,282,30,28,513
Shukla Bose,940686,Teaching one child at a time,"https://www.ted.com/talks/shukla_bose_teaching_one_child_at_a_time
",7,122,26,149,11,0,67,75,12,53,41,26,10,543
Kirk Citron,684929,"And now, the real news","https://www.ted.com/talks/kirk_citron_and_now_the_real_news
",2,7,43,23,13,17,261,84,230,117,13,207,62,56
Derek Sivers,6475731,How to start a movement,"https://www.ted.com/talks/derek_sivers_how_to_start_a_movement
",1660,238,929,312,11,19,729,827,45,1050,210,226,32,2417
Adora Svitak,4782854,What adults can learn from kids,"https://www.ted.com/talks/adora_svitak
",649,478,406,826,146,77,276,778,119,782,825,302,143,2141
Jesse Schell,449161,When games invade real life,"https://www.ted.com/talks/jesse_schell_when_games_invade_real_life
",372,18,187,47,74,33,346,327,103,154,151,105,97,179
Elizabeth Pisani,1222800,"Sex, drugs and HIV -- let's get rational","https://www.ted.com/talks/elizabeth_pisani_sex_drugs_and_hiv_let_s_get_rational_1
",268,27,100,245,16,23,667,175,12,712,94,53,46,205
Dean Kamen,523422,The emotion behind invention,"https://www.ted.com/talks/dean_kamen_the_emotion_behind_invention
",0,132,103,139,40,2,56,103,8,98,178,21,6,508
Dennis Hong,1922563,My seven species of robot -- and how we created them,"https://www.ted.com/talks/dennis_hong_my_seven_species_of_robot
",107,53,552,40,49,13,378,508,30,69,236,128,46,522
Jonathan Drori,403708,Every pollen grain has a story,"https://www.ted.com/talks/jonathan_drori_every_pollen_grain_has_a_story
",41,224,40,5,7,0,259,252,0,10,36,43,2,38
Natalie Merchant,860139,Singing old poems to life,"https://www.ted.com/talks/natalie_merchant_sings_old_poems_to_life
",16,875,143,42,10,9,39,191,6,16,163,33,25,388
Michael Specter,1838628,The danger of science denial,"https://www.ted.com/talks/michael_specter_the_danger_of_science_denial
",76,41,94,702,110,80,962,264,564,1406,107,158,356,709
Jonathan Klein,1209663,Photos that changed the world,"https://www.ted.com/talks/jonathan_klein_photos_that_changed_the_world
",1,184,20,90,15,9,182,168,71,215,71,158,48,527
Catherine Mohr,766536,The tradeoffs of building green,"https://www.ted.com/talks/catherine_mohr_builds_green
",94,12,87,12,2,18,297,109,9,148,16,45,11,134
Thelma Golden,524790,How art gives shape to cultural change,"https://www.ted.com/talks/thelma_golden_how_art_gives_shape_to_cultural_change
",1,63,16,36,64,21,102,49,53,29,9,77,26,125
Eric Whitacre,399280,A choir as big as the Internet,"https://www.ted.com/talks/a_choir_as_big_as_the_internet
",37,519,199,19,12,2,8,198,16,18,275,40,9,293
Edith Widder,579754,Glowing life in an underwater world,"https://www.ted.com/talks/edith_widder_glowing_life_in_an_underwater_world
",16,223,69,16,10,0,196,353,3,35,187,15,1,130
